work_id,mp_name,state,district,work_category,sanctioned_amount,released_amount,status,vendor,implementing_agency,ensemble_score,network_risk_flag,top_flag_reasons,flagged_by_model
MPLADS-104923,MP_AND_1,Andaman & Nicobar Island,Port Blair,Solar Power Installation,2281000,1821967,In Progress,Vendor Pvt Ltd 117,Implementing Agency 1,0.03643221271994209,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-101982,MP_CHA_2,Chandigarh,Chandigarh,Irrigation Facility,4526000,4515643,Completed,Vendor Pvt Ltd 60,Implementing Agency 16,0.036421704042266044,0,"days_rec_to_sanction, release_ratio, desc_generic_flag",False
MPLADS-101960,MP_MAD_3,Madhya Pradesh,Indore,Anganwadi Center Construction,1654000,1610891,Completed,Vendor Pvt Ltd 120,Implementing Agency 34,0.03640165020722232,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-103713,MP_DAD_1,Dadara & Nagar Havelli,Silvassa,Street Lighting,632000,0,Sanctioned,Vendor Pvt Ltd 105,Implementing Agency 23,0.03636575768853063,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103043,MP_LAK_1,Lakshadweep,Kavaratti,Library/Reading Room,978000,612263,In Progress,Vendor Pvt Ltd 74,Implementing Agency 49,0.036328054872007465,0,"days_sanction_to_completion, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-105484,MP_DAM_1,Daman & Diu,Diu,Health Facility Upgrade,4994000,4661150,Completed,Vendor Pvt Ltd 100,Implementing Agency 54,0.0362903984705808,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-105674,MP_NAG_3,Nagaland,Kohima,School Infrastructure,1757000,1689525,Completed,Vendor Pvt Ltd 101,Implementing Agency 40,0.03624599335999598,0,"days_rec_to_sanction, amount_zscore_in_category, release_ratio",False
MPLADS-105889,MP_KAR_3,Karnataka,Mysuru,Sports Infrastructure,3544000,3542230,Completed,Vendor Pvt Ltd 71,Implementing Agency 18,0.036243050921994716,0,"release_ratio, amount_zscore_in_category, desc_generic_flag",False
MPLADS-102798,MP_MAN_1,Manipur,Thoubal,Irrigation Facility,5436000,5271012,Completed,Vendor Pvt Ltd 87,Implementing Agency 48,0.03622664410540025,0,"days_rec_to_sanction, release_ratio, desc_generic_flag",False
MPLADS-105229,MP_PUD_4,Puducherry,Puducherry,Street Lighting,886000,883614,Completed,Vendor Pvt Ltd 10,Implementing Agency 40,0.036213120644977295,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-103857,MP_SIK_2,Sikkim,Gangtok,Health Facility Upgrade,4962000,0,Recommended,Vendor Pvt Ltd 92,Implementing Agency 10,0.036212649960080695,0,"release_ratio, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-104190,MP_HAR_3,Haryana,Gurugram,Anganwadi Center Construction,1788000,1636653,In Progress,Vendor Pvt Ltd 117,Implementing Agency 59,0.03620460518026399,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102019,MP_JHA_3,Jharkhand,Ranchi,Anganwadi Center Construction,1128000,1070823,Completed,Vendor Pvt Ltd 71,Implementing Agency 45,0.03617826980445758,0,"days_rec_to_sanction, release_ratio, desc_generic_flag",False
MPLADS-101448,MP_ASS_1,Assam,Silchar,School Infrastructure,5452000,4772865,In Progress,Vendor Pvt Ltd 17,Implementing Agency 32,0.036152123685474685,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-103374,MP_ODI_4,Odisha,Cuttack,Anganwadi Center Construction,1018000,971026,Completed,Vendor Pvt Ltd 61,Implementing Agency 51,0.036147283171859126,1,"release_ratio, days_rec_to_sanction, desc_generic_flag",False
MPLADS-102944,MP_MAN_3,Manipur,Thoubal,Street Lighting,1617000,785914,In Progress,Vendor Pvt Ltd 11,Implementing Agency 25,0.03611096444183378,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102456,MP_ASS_1,Assam,Silchar,Irrigation Facility,7856000,7713677,Completed,Vendor Pvt Ltd 47,Implementing Agency 44,0.03610043498329302,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-103184,MP_JHA_2,Jharkhand,Ranchi,Road Construction/Repair,3845000,3579786,Completed,Vendor Pvt Ltd 20,Implementing Agency 21,0.03609625044968479,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-104807,MP_ODI_1,Odisha,Cuttack,Irrigation Facility,6730000,6362165,Completed,Vendor Pvt Ltd 25,Implementing Agency 31,0.03607945156121951,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-104639,MP_JHA_3,Jharkhand,Jamshedpur,Solar Power Installation,1069000,0,Sanctioned,Vendor Pvt Ltd 61,Implementing Agency 47,0.03606915069847788,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-100507,MP_PUN_2,Punjab,Amritsar,Community Hall Construction,3089000,2152217,In Progress,Vendor Pvt Ltd 14,Implementing Agency 29,0.03605179064426532,0,"days_sanction_to_completion, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-101876,MP_NCT_1,NCT of Delhi,South Delhi,Sports Infrastructure,4133000,2562821,In Progress,Vendor Pvt Ltd 77,Implementing Agency 6,0.03604458879111991,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-100441,MP_PUN_1,Punjab,Ludhiana,Community Hall Construction,5663000,0,Sanctioned,Vendor Pvt Ltd 61,Implementing Agency 56,0.036035599451415816,0,"release_ratio, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-101752,MP_UTT_4,Uttarakhand,Haridwar,Anganwadi Center Construction,1390000,1123934,In Progress,Vendor Pvt Ltd 58,Implementing Agency 9,0.036026636811943145,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-105635,MP_LAK_4,Lakshadweep,Kavaratti,Sanitation/Toilets,365000,268482,In Progress,Vendor Pvt Ltd 110,Implementing Agency 16,0.036017962695648574,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-103014,MP_JHA_1,Jharkhand,Ranchi,Community Hall Construction,3782000,3587020,Completed,Vendor Pvt Ltd 89,Implementing Agency 10,0.03600485081776449,0,"days_rec_to_sanction, release_ratio, desc_generic_flag",False
MPLADS-104578,MP_SIK_1,Sikkim,Namchi,Community Hall Construction,4580000,1952553,In Progress,Vendor Pvt Ltd 117,Implementing Agency 25,0.03599682855593549,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-100333,MP_NCT_1,NCT of Delhi,South Delhi,Railway Halt Amenities,2719000,2420168,In Progress,Vendor Pvt Ltd 57,Implementing Agency 54,0.03599414597645464,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-102837,MP_HIM_4,Himachal Pradesh,Shimla,Solar Power Installation,2758000,2551691,Completed,Vendor Pvt Ltd 110,Implementing Agency 21,0.03599322164967718,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-103984,MP_NAG_3,Nagaland,Dimapur,Drinking Water Supply,1304000,0,Sanctioned,Vendor Pvt Ltd 100,Implementing Agency 22,0.035981019152570536,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103522,MP_PUD_1,Puducherry,Puducherry,Sports Infrastructure,915000,623125,In Progress,Vendor Pvt Ltd 88,Implementing Agency 51,0.03597939221456041,1,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-100095,MP_SIK_2,Sikkim,Gangtok,Community Hall Construction,2734000,2630258,Completed,Vendor Pvt Ltd 113,Implementing Agency 29,0.035968233684299036,0,"days_sanction_to_completion, release_ratio, amount_zscore_in_category",False
MPLADS-104772,MP_PUN_1,Punjab,Amritsar,Solar Power Installation,1391000,1345678,Completed,Vendor Pvt Ltd 60,Implementing Agency 35,0.03594677617300878,0,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-104640,MP_PUN_1,Punjab,Ludhiana,Railway Halt Amenities,6948000,4839898,In Progress,Vendor Pvt Ltd 89,Implementing Agency 56,0.03594563395623237,0,"days_sanction_to_completion, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-105326,MP_PUD_3,Puducherry,Puducherry,Sports Infrastructure,1592000,0,Sanctioned,Vendor Pvt Ltd 115,Implementing Agency 40,0.035904145038665854,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-102950,MP_SIK_1,Sikkim,Namchi,Drinking Water Supply,2370000,0,Sanctioned,Vendor Pvt Ltd 57,Implementing Agency 16,0.03585255982194873,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102783,MP_PUD_2,Puducherry,Puducherry,Irrigation Facility,6953000,6902217,Completed,Vendor Pvt Ltd 115,Implementing Agency 10,0.035816850835146824,0,"release_ratio, amount_zscore_in_category, desc_generic_flag",False
MPLADS-105429,MP_LAK_1,Lakshadweep,Kavaratti,Anganwadi Center Construction,727000,0,Sanctioned,Vendor Pvt Ltd 29,Implementing Agency 27,0.03579339606498346,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101034,MP_RAJ_4,Rajasthan,Jodhpur,Solar Power Installation,1006000,989398,Completed,Vendor Pvt Ltd 22,Implementing Agency 13,0.035783681776115614,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-102263,MP_DAD_1,Dadara & Nagar Havelli,Silvassa,CCTV Installation,1274000,0,Recommended,Vendor Pvt Ltd 76,Implementing Agency 53,0.03578110411330385,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104505,MP_CHH_1,Chhattisgarh,Raipur,Drinking Water Supply,3602000,3568056,Completed,Vendor Pvt Ltd 115,Implementing Agency 10,0.03577954258129835,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-103398,MP_TEL_5,Telangana,Hyderabad,Sports Infrastructure,2670000,2524961,Completed,Vendor Pvt Ltd 94,Implementing Agency 13,0.03576179916543683,0,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-104219,MP_DAD_1,Dadara & Nagar Havelli,Silvassa,Anganwadi Center Construction,1439000,0,Sanctioned,Vendor Pvt Ltd 61,Implementing Agency 48,0.03575972335174462,0,"release_ratio, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-104165,MP_MEG_2,Meghalaya,Shillong,Anganwadi Center Construction,1009000,962805,Completed,Vendor Pvt Ltd 36,Implementing Agency 5,0.035744910079667146,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-104148,MP_DAD_3,Dadara & Nagar Havelli,Silvassa,Anganwadi Center Construction,1250000,1156213,Completed,Vendor Pvt Ltd 27,Implementing Agency 46,0.03573214513254145,0,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-102565,MP_CHA_2,Chandigarh,Chandigarh,Anganwadi Center Construction,511000,337209,In Progress,Vendor Pvt Ltd 111,Implementing Agency 26,0.03573111350576329,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-101478,MP_AND_1,Andaman & Nicobar Island,Nicobar,Library/Reading Room,942000,0,Sanctioned,Vendor Pvt Ltd 55,Implementing Agency 37,0.035683850376986986,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-100476,MP_ASS_2,Assam,Guwahati,Street Lighting,675000,630048,Completed,Vendor Pvt Ltd 34,Implementing Agency 19,0.03568059831232073,0,"release_ratio, amount_zscore_in_category, desc_generic_flag",False
MPLADS-104602,MP_HIM_5,Himachal Pradesh,Shimla,CCTV Installation,1896000,1886682,Completed,Vendor Pvt Ltd 120,Implementing Agency 41,0.03566670273117144,0,"release_ratio, amount_zscore_in_category, desc_generic_flag",False
MPLADS-103337,MP_TRI_5,Tripura,Dharmanagar,Anganwadi Center Construction,634000,619586,Completed,Vendor Pvt Ltd 64,Implementing Agency 46,0.03562890328253987,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-101151,MP_WES_3,West Bengal,Kolkata,Railway Halt Amenities,8125000,7935295,Completed,Vendor Pvt Ltd 72,Implementing Agency 51,0.03557501879366134,1,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-105670,MP_TRI_2,Tripura,Agartala,Health Facility Upgrade,4564000,1743038,In Progress,Vendor Pvt Ltd 9,Implementing Agency 42,0.03556007663248732,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-104529,MP_NAG_4,Nagaland,Kohima,Sports Infrastructure,4238000,3951043,Completed,Vendor Pvt Ltd 73,Implementing Agency 50,0.03554622646322468,0,"amount_zscore_in_category, days_rec_to_sanction, release_ratio",False
MPLADS-100070,MP_NCT_1,NCT of Delhi,New Delhi,Irrigation Facility,3941000,0,Sanctioned,Vendor Pvt Ltd 63,Implementing Agency 27,0.035529879385727256,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-105003,MP_TRI_2,Tripura,Dharmanagar,Railway Halt Amenities,6619000,0,Recommended,Vendor Pvt Ltd 20,Implementing Agency 51,0.03552680279030153,1,"release_ratio, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-100750,MP_DAD_5,Dadara & Nagar Havelli,Silvassa,Solar Power Installation,2385000,2261166,Completed,Vendor Pvt Ltd 34,Implementing Agency 37,0.03551109001624046,0,"release_ratio, desc_generic_flag, amount_zscore_in_category",False
MPLADS-105582,MP_CHA_1,Chandigarh,Chandigarh,Sports Infrastructure,3065000,0,Recommended,Vendor Pvt Ltd 37,Implementing Agency 2,0.03550533435852736,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-101401,MP_LAK_5,Lakshadweep,Kavaratti,Sanitation/Toilets,643000,602297,Completed,Vendor Pvt Ltd 36,Implementing Agency 30,0.035505314973961935,0,"days_sanction_to_completion, release_ratio, amount_zscore_in_category",False
MPLADS-100077,MP_CHA_2,Chandigarh,Chandigarh,CCTV Installation,2078000,1633195,In Progress,Vendor Pvt Ltd 7,Implementing Agency 12,0.03549111572940327,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-103255,MP_JAM_1,Jammu & Kashmir,Srinagar,Sports Infrastructure,1891000,1750614,Completed,Vendor Pvt Ltd 28,Implementing Agency 39,0.03547402611847078,0,"days_rec_to_sanction, release_ratio, days_sanction_to_completion",False
MPLADS-101638,MP_DAM_3,Daman & Diu,Diu,Anganwadi Center Construction,638000,615742,Completed,Vendor Pvt Ltd 42,Implementing Agency 11,0.0354568346994656,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-105129,MP_ODI_1,Odisha,Bhubaneswar,Sports Infrastructure,2448000,881236,In Progress,Vendor Pvt Ltd 30,Implementing Agency 45,0.03545554541740305,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-101601,MP_MAN_3,Manipur,Imphal,CCTV Installation,683000,634348,Completed,Vendor Pvt Ltd 79,Implementing Agency 21,0.03544045428346894,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-103395,MP_TRI_4,Tripura,Agartala,Solar Power Installation,1834000,767226,In Progress,Vendor Pvt Ltd 104,Implementing Agency 3,0.035429539348220976,0,"days_sanction_to_completion, desc_generic_flag, release_ratio",False
MPLADS-102486,MP_HAR_3,Haryana,Gurugram,Community Hall Construction,2667000,2642968,Completed,Vendor Pvt Ltd 37,Implementing Agency 47,0.03542393443866662,0,"release_ratio, amount_zscore_in_category, desc_generic_flag",False
MPLADS-100538,MP_TRI_4,Tripura,Agartala,Irrigation Facility,6786000,6417239,Completed,Vendor Pvt Ltd 3,Implementing Agency 58,0.03535385780714874,0,"days_rec_to_sanction, release_ratio, amount_zscore_in_category",False
MPLADS-100969,MP_CHA_3,Chandigarh,Chandigarh,Road Construction/Repair,7394000,4452314,In Progress,Vendor Pvt Ltd 101,Implementing Agency 22,0.0353249228849054,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-105106,MP_LAK_5,Lakshadweep,Kavaratti,CCTV Installation,775000,363320,In Progress,Vendor Pvt Ltd 80,Implementing Agency 41,0.03529684884744709,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-100201,MP_JHA_3,Jharkhand,Jamshedpur,CCTV Installation,1726000,1688831,Completed,Vendor Pvt Ltd 48,Implementing Agency 24,0.035287989239504575,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-100037,MP_UTT_3,Uttarakhand,Dehradun,Street Lighting,1338000,0,Recommended,Vendor Pvt Ltd 104,Implementing Agency 60,0.03528054541188752,0,"release_ratio, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-100949,MP_CHA_1,Chandigarh,Chandigarh,Railway Halt Amenities,6277000,2300874,In Progress,Vendor Pvt Ltd 11,Implementing Agency 38,0.03524693223669242,0,"days_sanction_to_completion, release_ratio, desc_generic_flag",False
MPLADS-101110,MP_PUD_1,Puducherry,Puducherry,Community Hall Construction,7099000,6697077,Completed,Vendor Pvt Ltd 18,Implementing Agency 22,0.03523999955620345,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-104247,MP_LAK_3,Lakshadweep,Kavaratti,CCTV Installation,869000,391842,In Progress,Vendor Pvt Ltd 28,Implementing Agency 36,0.03522869162599309,0,"days_sanction_to_completion, amount_zscore_in_category, desc_generic_flag",False
MPLADS-102443,MP_MAN_1,Manipur,Thoubal,Health Facility Upgrade,2817000,1652603,In Progress,Vendor Pvt Ltd 28,Implementing Agency 1,0.035191112914695274,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-100320,MP_HIM_3,Himachal Pradesh,Manali,Road Construction/Repair,1952000,1244392,In Progress,Vendor Pvt Ltd 59,Implementing Agency 22,0.03514940075007654,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-100214,MP_ODI_3,Odisha,Cuttack,CCTV Installation,2135000,2081424,Completed,Vendor Pvt Ltd 75,Implementing Agency 38,0.03514073674428403,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-100530,MP_RAJ_5,Rajasthan,Udaipur,Community Hall Construction,2663000,0,Sanctioned,Vendor Pvt Ltd 29,Implementing Agency 12,0.03513577921997434,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101954,MP_TAM_2,Tamil Nadu,Salem,Irrigation Facility,5565000,0,Sanctioned,Vendor Pvt Ltd 24,Implementing Agency 60,0.035124490434532515,0,"release_ratio, days_sanction_to_completion, desc_generic_flag",False
MPLADS-101656,MP_ODI_1,Odisha,Bhubaneswar,Anganwadi Center Construction,760000,738848,Completed,Vendor Pvt Ltd 58,Implementing Agency 30,0.03512240047570618,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-105936,MP_MAD_2,Madhya Pradesh,Indore,Drinking Water Supply,2911000,1117656,In Progress,Vendor Pvt Ltd 61,Implementing Agency 1,0.035075623534828335,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-105838,MP_ASS_2,Assam,Guwahati,Community Hall Construction,4504000,4382813,Completed,Vendor Pvt Ltd 114,Implementing Agency 36,0.03504863402809576,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
